ID;Nombre;Edad;Género;Ciudad;Comentario;Categoría del problema;Nivel de urgencia;Fecha del reporte;Acceso a internet;Atención previa del gobierno;Zona rural
9191;Jorge;;M;Barranquilla;la contaminación del río está aumentando.;Salud;No urgente;10/02/2023;0;1;0
9192;Camilo;550;M;Barranquilla;la contaminación del río está aumentando.;Educación;Urgente;26/10/2024;0;0;1
9193;María;580;F;Pereira;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;02/03/2024;1;0;0
9194;Carlos;290;Otro;Medellín;las calles están muy oscuras y peligrosas.;Salud;No urgente;12/03/2024;1;1;1
9195;Valentina;680;F;Manizales;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;09/01/2024;1;0;0
9196;Ana;270;Otro;Pereira;hay problemas con la recolección de basura.;Salud;Urgente;11/08/2024;0;0;0
9197;María;310;Otro;Bucaramanga;falta agua potable en varias casas.;Educación;No urgente;23/04/2023;1;1;1
9198;Sofía;;Otro;Cartagena;necesitamos más acceso a internet en la zona.;Salud;Urgente;24/01/2023;1;1;0
9199;Ana;270;Otro;Bogotá;no hay suficientes escuelas públicas.;Salud;Urgente;23/01/2023;1;1;0
9200;María;600;M;Medellín;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;26/09/2023;0;0;1
9201;Jorge;360;F;Cali;la contaminación del río está aumentando.;Salud;No urgente;25/03/2024;0;0;0
9202;Camilo;390;F;Bucaramanga;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;04/05/2023;1;1;1
9203;María;520;M;Cali;las basuras no se recogen a tiempo.;Seguridad;Urgente;08/05/2024;0;1;0
9204;Laura;;M;Santa Marta;;Seguridad;Urgente;25/01/2024;1;0;0
9205;Carlos;170;M;Cúcuta;falta agua potable en varias casas.;Medio Ambiente;No urgente;23/04/2023;0;1;1
9206;Sofía;330;Otro;Bogotá;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;14/04/2023;1;1;0
9207;Pedro;390;F;Bogotá;hay problemas con la recolección de basura.;Educación;Urgente;16/11/2024;0;1;1
9208;Laura;710;M;Santa Marta;faltan médicos en el centro de salud.;Seguridad;Urgente;02/05/2023;1;0;0
9209;Sofía;270;F;Pereira;las basuras no se recogen a tiempo.;Seguridad;No urgente;27/08/2023;1;0;0
9210;Carlos;700;Otro;Pereira;la contaminación del río está aumentando.;Medio Ambiente;Urgente;22/06/2024;0;0;0
9211;Juan;200;F;Cali;las basuras no se recogen a tiempo.;Salud;No urgente;17/06/2023;0;1;0
9212;Juan;410;F;Medellín;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;12/01/2023;1;0;1
9213;Pedro;420;F;Cali;no hay suficientes escuelas públicas.;Seguridad;Urgente;10/02/2023;1;1;0
9214;Laura;800;F;Bogotá;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;02/09/2024;0;0;1
9215;Pedro;210;M;Santa Marta;queremos más presencia policial.;Salud;Urgente;16/10/2024;0;1;1
9216;Valentina;300;Otro;Bucaramanga;queremos más presencia policial.;Salud;No urgente;14/10/2023;0;0;0
9217;Ana;170;M;Cartagena;no hay suficientes escuelas públicas.;Educación;Urgente;19/08/2024;1;0;1
9218;Valentina;670;;Manizales;falta agua potable en varias casas.;Medio Ambiente;No urgente;07/04/2024;0;0;0
9219;Ana;290;Otro;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;04/09/2023;1;1;0
9220;Sofía;760;M;Santa Marta;las calles están muy oscuras y peligrosas.;Educación;No urgente;27/05/2023;1;0;0
9221;Ana;310;F;Cúcuta;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;20/02/2024;1;1;1
9222;Laura;;M;Medellín;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;17/01/2024;0;1;1
9223;Valentina;690;M;Medellín;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;21/09/2024;1;0;1
9224;María;150;F;Bogotá;queremos más presencia policial.;Seguridad;Urgente;11/10/2024;0;1;1
9225;Carlos;;M;Medellín;no hay suficientes escuelas públicas.;Seguridad;No urgente;07/02/2023;1;1;1
9226;Juan;380;M;Manizales;las calles están muy oscuras y peligrosas.;Salud;Urgente;10/06/2023;1;0;0
9227;Carlos;560;Otro;Manizales;las basuras no se recogen a tiempo.;Seguridad;Urgente;02/06/2024;1;0;1
9228;Pedro;150;F;Bucaramanga;;Salud;No urgente;03/07/2023;1;1;1
9229;Juan;370;F;Bogotá;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;26/01/2023;0;0;0
9230;Carlos;;M;Barranquilla;queremos más presencia policial.;Salud;Urgente;07/06/2024;1;1;0
9231;Jorge;280;M;Cúcuta;queremos más presencia policial.;Medio Ambiente;Urgente;12/09/2023;0;0;0
9232;Camilo;570;Otro;Manizales;las calles están muy oscuras y peligrosas.;Educación;Urgente;29/02/2024;0;0;0
9233;Carlos;460;Otro;Bogotá;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;24/04/2024;0;1;1
9234;Ana;;Otro;Santa Marta;la contaminación del río está aumentando.;Educación;Urgente;29/10/2024;1;0;1
9235;Pedro;800;Otro;Manizales;no hay suficientes escuelas públicas.;Salud;No urgente;25/02/2023;0;1;0
9236;Carlos;180;Otro;Cali;queremos más presencia policial.;Seguridad;No urgente;17/08/2024;1;1;1
9237;Laura;200;F;Manizales;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;21/06/2023;0;1;1
9238;Ana;510;Otro;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;29/11/2023;0;0;0
9239;Sofía;230;Otro;Barranquilla;hay problemas con la recolección de basura.;Seguridad;No urgente;04/07/2023;0;1;0
9240;Valentina;370;Otro;Bogotá;necesitamos más acceso a internet en la zona.;Salud;No urgente;13/01/2024;1;0;1
9241;Camilo;200;M;Santa Marta;queremos más presencia policial.;Medio Ambiente;No urgente;02/04/2023;1;0;0
9242;Jorge;750;Otro;Cartagena;las basuras no se recogen a tiempo.;Educación;No urgente;06/04/2023;1;1;1
9243;Valentina;250;Otro;Manizales;las basuras no se recogen a tiempo.;Seguridad;No urgente;13/09/2023;0;1;0
9244;Juan;460;M;Medellín;queremos más presencia policial.;Seguridad;Urgente;10/02/2024;1;0;0
9245;Ana;;F;Medellín;necesitamos más acceso a internet en la zona.;Educación;No urgente;09/04/2023;1;1;0
9246;Pedro;720;M;Santa Marta;faltan médicos en el centro de salud.;Educación;Urgente;05/12/2023;1;0;1
9247;María;240;F;Manizales;faltan médicos en el centro de salud.;Seguridad;Urgente;20/05/2024;0;1;0
9248;Jorge;730;F;Cúcuta;hay problemas con la recolección de basura.;Educación;Urgente;10/02/2023;0;0;1
9249;Laura;320;F;Cartagena;faltan médicos en el centro de salud.;Seguridad;No urgente;10/11/2024;0;0;0
9250;Juan;680;Otro;Santa Marta;las basuras no se recogen a tiempo.;Educación;Urgente;26/05/2023;0;1;0
9251;Jorge;410;Otro;Cúcuta;las calles están muy oscuras y peligrosas.;Educación;No urgente;06/03/2024;0;0;1
9252;Ana;760;F;Santa Marta;queremos más presencia policial.;Seguridad;Urgente;01/04/2023;0;1;0
9253;Carlos;590;M;Pereira;no hay suficientes escuelas públicas.;Salud;Urgente;06/10/2024;0;1;1
9254;Pedro;780;M;Cartagena;falta agua potable en varias casas.;Medio Ambiente;No urgente;30/06/2023;1;0;0
9255;Juan;350;M;Medellín;las calles están muy oscuras y peligrosas.;Educación;Urgente;20/02/2024;1;1;0
9256;Pedro;430;F;Medellín;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;01/03/2024;1;1;0
9257;Ana;790;Otro;Santa Marta;;Educación;Urgente;14/08/2023;1;0;0
9258;Pedro;;M;Medellín;no hay suficientes escuelas públicas.;Seguridad;Urgente;21/05/2024;1;1;1
9259;Jorge;180;F;Bogotá;faltan médicos en el centro de salud.;Seguridad;Urgente;12/10/2024;1;0;0
9260;Sofía;660;;Barranquilla;la contaminación del río está aumentando.;Salud;No urgente;13/10/2023;1;1;0
9261;Juan;620;Otro;Manizales;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;01/08/2023;0;0;0
9262;Pedro;530;M;Bogotá;la contaminación del río está aumentando.;Medio Ambiente;Urgente;11/02/2024;1;0;1
9263;Laura;550;F;Cali;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;11/10/2023;0;1;0
9264;Carlos;410;Otro;Medellín;la contaminación del río está aumentando.;Salud;No urgente;05/12/2023;0;1;0
9265;Carlos;300;M;Manizales;;Educación;No urgente;13/02/2024;1;0;0
9266;Laura;730;M;Bucaramanga;las basuras no se recogen a tiempo.;Seguridad;No urgente;07/01/2023;0;1;1
9267;Juan;230;Otro;Cúcuta;la contaminación del río está aumentando.;Educación;Urgente;22/04/2024;0;0;0
9268;Juan;350;Otro;Bogotá;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;08/05/2023;0;1;0
9269;Laura;630;F;Bogotá;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;22/11/2023;1;1;1
9270;Carlos;250;F;Cartagena;faltan médicos en el centro de salud.;Salud;Urgente;09/07/2023;1;0;0
9271;María;;Otro;Cúcuta;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;21/09/2023;1;0;0
9272;Laura;;F;Manizales;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;19/06/2024;0;0;1
9273;Pedro;220;M;Cúcuta;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;04/01/2023;1;1;0
9274;Sofía;650;Otro;Cartagena;;Educación;No urgente;21/06/2023;1;1;1
9275;Camilo;600;Otro;Pereira;faltan médicos en el centro de salud.;Salud;Urgente;19/01/2024;0;1;0
9276;Carlos;540;F;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;18/10/2023;1;0;0
9277;Pedro;580;M;Barranquilla;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;14/10/2023;1;0;1
9278;Carlos;730;M;Barranquilla;las basuras no se recogen a tiempo.;Educación;Urgente;26/09/2023;0;0;1
9279;Ana;330;Otro;Santa Marta;las calles están muy oscuras y peligrosas.;Salud;No urgente;01/07/2023;0;1;0
9280;Pedro;470;F;Bogotá;;Educación;Urgente;14/01/2023;1;0;0
9281;Laura;650;Otro;Bucaramanga;faltan médicos en el centro de salud.;Seguridad;No urgente;29/03/2023;1;0;1
9282;María;540;M;Santa Marta;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;13/03/2024;1;0;1
9283;Jorge;560;Otro;Medellín;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;17/04/2024;1;1;0
9284;Valentina;660;M;Manizales;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;06/10/2023;1;1;1
9285;Carlos;490;F;Santa Marta;la contaminación del río está aumentando.;Seguridad;Urgente;26/03/2024;1;0;0
9286;Laura;620;M;Bogotá;queremos más presencia policial.;Seguridad;Urgente;27/08/2024;0;1;1
9287;Jorge;;M;Barranquilla;la contaminación del río está aumentando.;Educación;No urgente;22/09/2023;1;0;1
9288;Laura;530;F;Bucaramanga;queremos más presencia policial.;Salud;Urgente;13/03/2024;1;0;0
9289;Juan;180;M;Cartagena;las basuras no se recogen a tiempo.;Educación;No urgente;29/02/2024;0;0;1
9290;Jorge;370;F;Manizales;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;02/05/2023;0;1;1
9291;Valentina;700;M;Cartagena;las basuras no se recogen a tiempo.;Salud;No urgente;14/04/2023;0;1;0
9292;María;530;Otro;Medellín;queremos más presencia policial.;Salud;No urgente;15/03/2024;1;1;0
9293;Valentina;300;M;Cartagena;necesitamos más acceso a internet en la zona.;Seguridad;No urgente;02/02/2024;1;1;0
9294;Carlos;310;Otro;Manizales;las basuras no se recogen a tiempo.;Educación;Urgente;19/06/2023;1;0;0
9295;María;390;F;Medellín;hay problemas con la recolección de basura.;Seguridad;Urgente;05/04/2023;0;0;1
9296;Sofía;180;Otro;Santa Marta;no hay suficientes escuelas públicas.;Salud;No urgente;30/03/2023;0;0;0
9297;Ana;430;;Bucaramanga;;Medio Ambiente;No urgente;28/11/2023;1;0;0
9298;Ana;240;Otro;Barranquilla;no hay suficientes escuelas públicas.;Salud;Urgente;16/01/2024;0;1;1
9299;Pedro;570;F;Cali;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;26/06/2023;1;0;1
9300;Camilo;;M;Cali;no tenemos centros culturales ni bibliotecas.;Educación;No urgente;11/04/2023;0;0;1
9301;María;250;F;Manizales;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;03/06/2024;1;1;1
9302;María;240;M;Cali;las basuras no se recogen a tiempo.;Salud;Urgente;17/09/2024;0;1;0
9303;María;320;M;Cartagena;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;30/04/2023;1;0;1
9304;Carlos;220;Otro;;las calles están muy oscuras y peligrosas.;Salud;No urgente;03/10/2024;0;1;1
9305;Laura;200;M;Medellín;la contaminación del río está aumentando.;Educación;Urgente;23/06/2023;1;1;1
9306;Sofía;800;Otro;Santa Marta;falta agua potable en varias casas.;Salud;Urgente;22/03/2024;0;0;1
9307;Sofía;180;M;Santa Marta;falta agua potable en varias casas.;Seguridad;Urgente;04/01/2023;1;1;1
9308;María;440;Otro;Santa Marta;queremos más presencia policial.;Salud;No urgente;15/10/2024;1;0;0
9309;Pedro;340;M;Manizales;;Seguridad;Urgente;16/06/2024;0;1;0
9310;Camilo;580;F;Barranquilla;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;06/02/2024;0;0;0
9311;Ana;200;M;Cúcuta;hay problemas con la recolección de basura.;Educación;Urgente;28/04/2024;0;0;1
9312;Valentina;610;F;Bucaramanga;las calles están muy oscuras y peligrosas.;Salud;Urgente;27/11/2024;0;0;1
9313;Ana;180;Otro;Barranquilla;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;12/09/2024;0;1;0
9314;María;590;M;Bogotá;necesitamos más acceso a internet en la zona.;Educación;No urgente;21/09/2023;1;1;1
9315;Valentina;330;F;Bucaramanga;la contaminación del río está aumentando.;Salud;No urgente;18/03/2023;1;0;1
9316;Valentina;600;;Bogotá;la contaminación del río está aumentando.;Salud;No urgente;26/11/2023;1;1;0
9317;Valentina;690;M;Medellín;;Seguridad;No urgente;19/11/2023;1;0;1
9318;Laura;530;M;Pereira;las basuras no se recogen a tiempo.;Seguridad;No urgente;15/11/2023;0;0;1
9319;Pedro;620;Otro;Bogotá;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;08/11/2024;0;1;1
9320;Valentina;;M;Bucaramanga;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;07/01/2024;1;1;1
9321;Jorge;260;F;Santa Marta;la contaminación del río está aumentando.;Salud;Urgente;22/01/2023;0;1;1
9322;Valentina;340;Otro;Bogotá;hay problemas con la recolección de basura.;Educación;No urgente;02/10/2024;0;0;1
9323;Pedro;470;M;Bucaramanga;falta agua potable en varias casas.;Seguridad;Urgente;13/11/2024;0;0;1
9324;Valentina;150;Otro;Cartagena;faltan médicos en el centro de salud.;Salud;Urgente;20/04/2023;0;1;0
9325;Jorge;690;Otro;Cúcuta;faltan médicos en el centro de salud.;Seguridad;Urgente;09/11/2024;1;1;0
9326;Juan;250;M;Santa Marta;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;08/10/2023;0;1;0
9327;Ana;730;M;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;27/03/2023;0;1;1
9328;Jorge;370;F;Medellín;necesitamos más acceso a internet en la zona.;Educación;No urgente;19/10/2024;1;0;1
9329;Jorge;590;M;Cali;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;31/08/2023;0;0;0
9330;Carlos;740;M;Bucaramanga;las calles están muy oscuras y peligrosas.;Educación;No urgente;08/08/2023;0;1;1
9331;Camilo;;M;Manizales;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;19/08/2023;1;0;0
9332;Valentina;160;F;Cali;hay problemas con la recolección de basura.;Seguridad;Urgente;15/07/2023;0;0;0
9333;Valentina;370;F;Pereira;queremos más presencia policial.;Salud;Urgente;26/01/2023;0;0;1
9334;Pedro;;F;Medellín;queremos más presencia policial.;Medio Ambiente;Urgente;17/05/2023;1;1;1
9335;María;190;;Barranquilla;queremos más presencia policial.;Medio Ambiente;Urgente;16/10/2024;0;0;0
9336;María;330;Otro;Cartagena;queremos más presencia policial.;Educación;No urgente;08/09/2023;1;1;0
9337;Sofía;770;M;Pereira;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;09/12/2023;1;0;0
9338;Carlos;550;Otro;Pereira;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;21/09/2023;0;0;1
9339;María;730;Otro;Cúcuta;queremos más presencia policial.;Salud;Urgente;17/03/2024;1;1;0
9340;Juan;760;F;Pereira;;Seguridad;Urgente;16/05/2023;1;1;0
9341;Sofía;170;F;Santa Marta;falta agua potable en varias casas.;Seguridad;Urgente;22/08/2023;1;1;1
9342;Camilo;690;M;Medellín;queremos más presencia policial.;Medio Ambiente;Urgente;23/06/2024;0;1;0
9343;Jorge;180;F;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;29/02/2024;1;0;0
9344;Juan;;F;Bogotá;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;30/01/2023;0;1;1
9345;Carlos;600;F;Pereira;hay problemas con la recolección de basura.;Salud;No urgente;25/05/2024;0;1;0
9346;Carlos;440;Otro;Medellín;falta agua potable en varias casas.;Seguridad;Urgente;29/09/2024;1;0;1
9347;María;290;Otro;Bucaramanga;faltan médicos en el centro de salud.;Salud;Urgente;28/09/2023;1;0;0
9348;Ana;660;F;Barranquilla;;Educación;Urgente;12/10/2023;0;1;0
9349;Carlos;660;Otro;Bucaramanga;las basuras no se recogen a tiempo.;Educación;Urgente;28/01/2023;1;0;0
9350;Laura;800;Otro;Pereira;necesitamos más acceso a internet en la zona.;Educación;Urgente;04/06/2023;0;0;0
9351;Valentina;660;;Manizales;falta agua potable en varias casas.;Educación;No urgente;26/08/2023;1;1;1
9352;Pedro;230;F;Manizales;queremos más presencia policial.;Salud;No urgente;28/04/2024;1;0;0
9353;Juan;350;Otro;Barranquilla;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;22/01/2024;0;1;0
9354;Pedro;530;F;Santa Marta;faltan médicos en el centro de salud.;Educación;No urgente;02/11/2023;0;1;1
9355;Jorge;800;F;Cúcuta;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;09/10/2023;1;1;1
9356;Juan;530;M;Medellín;la contaminación del río está aumentando.;Seguridad;No urgente;01/09/2023;0;0;1
9357;Carlos;;F;Cali;hay problemas con la recolección de basura.;Salud;No urgente;08/08/2023;1;1;1
9358;Carlos;760;M;Bogotá;las calles están muy oscuras y peligrosas.;Seguridad;Urgente;24/04/2024;1;0;0
9359;Camilo;580;M;Cali;las basuras no se recogen a tiempo.;Seguridad;No urgente;29/10/2023;0;1;0
9360;Ana;620;Otro;Manizales;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;10/03/2023;0;1;0
9361;Juan;570;F;Cali;;Educación;Urgente;18/08/2024;0;0;0
9362;Ana;550;F;Medellín;hay problemas con la recolección de basura.;Seguridad;No urgente;02/06/2024;0;1;1
9363;Laura;780;F;Cartagena;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;26/02/2023;0;1;0
9364;María;390;F;Cali;no hay suficientes escuelas públicas.;Educación;Urgente;02/07/2024;1;0;1
9365;Sofía;640;Otro;Bogotá;queremos más presencia policial.;Educación;Urgente;08/04/2023;0;0;0
9366;Jorge;260;M;Bucaramanga;las calles están muy oscuras y peligrosas.;Salud;Urgente;07/01/2024;0;1;1
9367;Jorge;200;F;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;19/10/2023;1;0;0
9368;Pedro;590;;Cúcuta;queremos más presencia policial.;Seguridad;No urgente;16/02/2024;1;1;1
9369;Laura;190;Otro;Santa Marta;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;12/02/2023;0;1;0
9370;Valentina;260;F;Cúcuta;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;29/06/2023;1;1;0
9371;Juan;560;F;Pereira;necesitamos más acceso a internet en la zona.;Salud;No urgente;22/12/2023;1;0;0
9372;Camilo;460;F;Bogotá;necesitamos más acceso a internet en la zona.;Salud;No urgente;31/01/2023;0;1;0
9373;Sofía;400;Otro;Manizales;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;19/03/2024;1;1;0
9374;Pedro;150;M;Medellín;queremos más presencia policial.;Seguridad;Urgente;16/01/2023;1;1;0
9375;Carlos;760;Otro;Medellín;las basuras no se recogen a tiempo.;Educación;No urgente;16/05/2023;1;1;0
9376;Ana;220;M;Pereira;necesitamos más acceso a internet en la zona.;Educación;Urgente;03/09/2024;0;1;0
9377;Valentina;540;F;Cali;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;10/08/2023;0;0;0
9378;Laura;340;F;Bogotá;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;28/03/2024;0;0;1
9379;María;180;Otro;Cali;queremos más presencia policial.;Educación;No urgente;18/11/2024;0;1;0
9380;Jorge;540;;Cartagena;queremos más presencia policial.;Medio Ambiente;No urgente;22/06/2024;1;0;0
9381;Carlos;580;M;Barranquilla;;Salud;No urgente;17/10/2023;1;0;1
9382;María;150;F;Pereira;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;20/04/2023;1;0;0
9383;Valentina;260;F;Cúcuta;la contaminación del río está aumentando.;Medio Ambiente;No urgente;04/01/2024;1;1;1
9384;Camilo;640;F;Pereira;las calles están muy oscuras y peligrosas.;Salud;No urgente;17/12/2023;0;0;0
9385;Sofía;610;Otro;Cartagena;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;05/06/2023;0;0;0
9386;Laura;340;Otro;Cartagena;;Seguridad;Urgente;01/03/2023;0;0;1
9387;Sofía;490;M;Manizales;queremos más presencia policial.;Seguridad;No urgente;26/05/2023;1;0;1
9388;Camilo;740;M;Cartagena;hay problemas con la recolección de basura.;Educación;Urgente;09/02/2024;0;1;1
9389;Juan;500;M;Santa Marta;faltan médicos en el centro de salud.;Seguridad;Urgente;28/04/2024;1;0;1
9390;Ana;710;Otro;Bogotá;faltan médicos en el centro de salud.;Seguridad;Urgente;15/05/2024;0;1;1
9391;María;540;Otro;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;24/09/2024;1;1;1
9392;Sofía;;M;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;05/06/2023;1;1;1
9393;Sofía;490;M;Manizales;;Educación;No urgente;03/04/2023;1;1;0
9394;Laura;770;F;Barranquilla;;Salud;No urgente;06/03/2023;1;0;0
9395;Ana;540;F;Bogotá;;Educación;No urgente;09/11/2023;0;0;0
9396;Valentina;;Otro;Cali;las calles están muy oscuras y peligrosas.;Seguridad;Urgente;25/03/2024;1;0;0
9397;Jorge;380;M;Bogotá;no hay suficientes escuelas públicas.;Educación;Urgente;09/07/2023;0;0;1
9398;Valentina;600;Otro;Cúcuta;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;26/01/2024;0;0;1
9399;Carlos;740;Otro;Cúcuta;faltan médicos en el centro de salud.;Salud;Urgente;25/11/2023;1;0;0
9400;Camilo;710;M;Barranquilla;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;04/11/2024;0;1;1
9401;Ana;320;Otro;Cali;;Medio Ambiente;Urgente;03/12/2023;0;1;0
9402;Pedro;370;M;Medellín;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;04/08/2023;1;1;0
9403;María;180;Otro;Cali;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;15/04/2023;1;0;1
9404;Camilo;780;Otro;Bogotá;;Salud;No urgente;12/04/2023;1;1;0
9405;Sofía;270;M;Pereira;faltan médicos en el centro de salud.;Seguridad;No urgente;17/10/2023;0;1;1
9406;Pedro;620;M;Barranquilla;hay problemas con la recolección de basura.;Salud;No urgente;15/01/2023;0;1;0
9407;Carlos;570;F;Barranquilla;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;08/08/2023;0;1;1
9408;María;320;M;Barranquilla;queremos más presencia policial.;Medio Ambiente;No urgente;26/03/2023;0;0;1
9409;Juan;390;M;Cúcuta;falta agua potable en varias casas.;Seguridad;No urgente;22/02/2024;0;1;1
9410;Laura;460;Otro;Cali;faltan médicos en el centro de salud.;Salud;No urgente;27/02/2024;1;0;1
9411;Ana;760;Otro;Pereira;faltan médicos en el centro de salud.;Salud;Urgente;22/12/2023;1;0;1
9412;Ana;780;M;Bucaramanga;las basuras no se recogen a tiempo.;Seguridad;No urgente;06/02/2024;1;1;1
9413;Valentina;160;;Pereira;queremos más presencia policial.;Salud;No urgente;14/02/2023;1;0;1
9414;Jorge;590;Otro;Medellín;;Medio Ambiente;No urgente;30/08/2024;1;0;0
9415;María;300;Otro;Medellín;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;21/10/2024;0;0;1
9416;Juan;440;Otro;Barranquilla;las calles están muy oscuras y peligrosas.;Educación;No urgente;06/01/2024;0;1;1
9417;Laura;;F;Medellín;queremos más presencia policial.;Educación;Urgente;20/05/2023;1;1;0
9418;Pedro;;;Santa Marta;no hay suficientes escuelas públicas.;Educación;No urgente;18/10/2024;0;1;0
9419;Laura;650;F;;no hay suficientes escuelas públicas.;Seguridad;Urgente;19/02/2024;0;0;0
9420;Ana;490;Otro;Cartagena;necesitamos más acceso a internet en la zona.;Educación;Urgente;11/06/2023;0;0;0
9421;María;770;Otro;Barranquilla;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;11/03/2024;1;0;0
9422;Carlos;290;F;Santa Marta;;Educación;No urgente;24/06/2024;0;1;0
9423;Juan;480;F;Santa Marta;las basuras no se recogen a tiempo.;Salud;No urgente;15/02/2023;1;1;1
9424;Pedro;370;F;Manizales;las basuras no se recogen a tiempo.;Educación;No urgente;09/05/2023;1;0;0
9425;Juan;640;F;Santa Marta;la contaminación del río está aumentando.;Educación;Urgente;06/01/2023;0;1;1
9426;María;200;;Pereira;la contaminación del río está aumentando.;Educación;No urgente;12/12/2023;1;0;1
9427;Ana;610;F;Barranquilla;las basuras no se recogen a tiempo.;Seguridad;Urgente;03/06/2024;0;1;0
9428;Carlos;580;M;Medellín;la contaminación del río está aumentando.;Seguridad;No urgente;03/08/2024;0;0;0
9429;Jorge;800;;Manizales;las calles están muy oscuras y peligrosas.;Educación;No urgente;13/03/2023;0;0;1
9430;María;190;Otro;Santa Marta;necesitamos más acceso a internet en la zona.;Educación;No urgente;07/03/2023;1;1;1
9431;María;320;Otro;Cúcuta;faltan médicos en el centro de salud.;Seguridad;Urgente;29/07/2024;1;0;0
9432;Ana;630;F;Cali;las basuras no se recogen a tiempo.;Seguridad;Urgente;29/01/2023;1;0;0
9433;Camilo;280;F;Santa Marta;las basuras no se recogen a tiempo.;Educación;Urgente;06/03/2024;0;0;1
9434;Jorge;;F;Manizales;;Seguridad;Urgente;05/06/2023;1;0;1
9435;Carlos;490;Otro;Manizales;;Salud;No urgente;03/02/2024;0;0;0
9436;Valentina;220;F;Bogotá;queremos más presencia policial.;Salud;Urgente;26/07/2024;1;0;1
9437;María;;M;Cartagena;falta agua potable en varias casas.;Salud;Urgente;20/04/2023;0;1;0
9438;Jorge;240;;Medellín;falta agua potable en varias casas.;Educación;Urgente;26/06/2024;0;1;0
9439;Juan;380;;Medellín;queremos más presencia policial.;Salud;Urgente;18/01/2024;0;1;1
9440;Sofía;;Otro;Cartagena;no hay suficientes escuelas públicas.;Educación;No urgente;22/08/2024;0;0;1
